,Acceleration,Channel 1 Power,Channel 1 Power 1-4,Channel 1 Power 4-8,Channel 2 Power,Channel 2 Power 1-4,Channel 2 Power 4-8,Minutes,Record,Subject
160,23958.65046054511,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.0218602808857262,1.9776304770760187e-09,1.2791422461930783e-09,80.0,Day 1,S7_ang+
161,19685.728584328168,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.02201455738145825,2.0637303638200274e-09,1.3773553406921233e-09,85.0,Day 1,S7_ang+
162,17058.20240956059,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.022142644082883092,2.017811335861212e-09,1.4915457002685543e-09,90.0,Day 1,S7_ang+
163,17778.964406351668,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.022281231047716617,1.463373597347965e-09,1.2827263681003002e-09,95.0,Day 1,S7_ang+
164,16294.111014807599,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.0224459771075653,1.2887818088217424e-09,1.0884311037960949e-09,100.0,Day 1,S7_ang+
165,22706.774454446077,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.022674633916373567,2.0698290083483383e-09,1.378019152559947e-09,105.0,Day 1,S7_ang+
166,60790.395446772745,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.022864072997829478,1.3866077147446685e-09,1.0942955064517615e-09,110.0,Day 1,S7_ang+
167,35697.0721526629,0.15996773488964328,9.016584774793373e-10,4.6279230209867776e-11,0.022919065328223034,1.6812772797655364e-09,1.2552912465280474e-09,115.0,Day 1,S7_ang+
168,16119.341322726805,0.15976979286015539,9.494066721232212e-10,8.683877499510132e-11,0.02282302377985886,1.15305594868022e-09,9.953770784294667e-10,120.0,Day 1,S7_ang+
169,14478.844670878523,0.15957857189007252,1.1038433117562031e-09,1.5456355279865965e-10,0.022990248887065107,2.745649809951049e-09,1.4134046117011498e-09,125.0,Day 1,S7_ang+
170,17012.22875548869,0.15932025691127955,1.0317510057776847e-09,1.29614321586495e-10,0.02310988222482472,1.6985300152890009e-09,1.3754980224469813e-09,130.0,Day 1,S7_ang+
